,age,avg_order_value,total_orders,last_purchase,is_fraudulent,email_open_rate,loyalty_score,churn_risk,customer_tenure_days,preferred_category_Electronics,preferred_category_Fashion,preferred_category_Home,preferred_category_Sports,country_Brazil,country_Canada,country_China,country_France,country_Germany,country_India,country_Japan,country_UK,country_USA,gender_Male,gender_Other
3677,61,85.82,12,118,0,90.8,25,0.22,513,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3678,44,28.06,15,150,0,20.7,38,0.14,1367,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3679,76,33.53,7,79,0,50.95,1,0.17,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3680,79,23.41,9,330,0,52.3,40,0.5,801,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3681,76,93.19,10,149,0,83.1,55,0.14,1184,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3682,66,43.17,5,358,0,39.9,95,0.2,729,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3683,53,99.72,11,125,0,14.3,39,0.18,1616,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3684,40,75.8,6,288,0,70.7,95,0.12,421,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3685,49,56.08,10,40,0,60.7,97,0.3,224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3686,27,79.84,6,189,0,82.7,76,0.1,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3687,28,88.5,7,62,0,75.9,25,0.51,209,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3688,55,31.47,3,204,0,89.5,23,0.24,1025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3689,23,73.43,10,340,0,50.95,43,0.47,997,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3690,76,52.79,12,203,0,68.6,48,0.75,1766,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3691,58,51.5,8,178,0,46.6,92,0.45,1585,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3692,79,96.42,13,345,0,2.0,97,0.08,592,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3693,64,192.83,10,320,0,30.8,38,0.28,413,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3694,51,97.72,13,104,0,72.8,90,0.34,486,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3695,53,366.02,7,312,0,6.0,24,0.38,368,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3696,54,107.12,12,85,0,50.95,5,0.53,1109,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3697,34,189.15,13,327,0,51.6,60,0.38,505,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3698,57,39.23,11,250,0,86.8,17,0.46,1131,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3699,57,42.15,7,337,0,66.0,37,0.13,1600,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3700,71,100.72,9,3,0,79.8,15,0.29,916,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3701,29,59.66,8,320,0,17.2,66,0.38,996,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3702,38,178.8,13,183,0,17.3,98,0.12,67,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3703,57,125.67,8,180,0,21.1,20,0.13,1609,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3704,36,97.28,8,299,0,33.3,30,0.57,457,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3705,20,85.17,5,15,0,90.4,16,0.17,1620,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3706,35,104.06,8,93,0,77.4,44,0.25,462,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3707,70,69.3,7,278,0,36.5,59,0.15,1559,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3708,68,51.8,9,155,0,91.8,4,0.3,1336,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3709,36,140.45,4,356,0,77.9,31,0.24,697,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3710,64,50.67,12,15,0,65.6,26,0.11,1123,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3711,23,110.33,17,40,0,43.7,41,0.15,1503,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3712,33,297.56,7,136,0,65.2,76,0.2,288,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
3713,25,214.44,9,257,0,59.3,2,0.16,515,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3714,65,61.71,12,42,0,50.95,8,0.45,646,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3715,35,72.1,3,65,0,22.6,78,0.19,669,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3716,69,243.96,10,351,0,88.6,24,0.12,604,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
3717,65,93.19,10,207,0,59.2,40,0.45,458,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
3718,60,199.58,9,244,0,80.7,25,0.09,569,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3719,56,94.9,12,242,0,34.7,62,0.55,518,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3720,66,118.84,8,76,0,39.2,58,0.26,329,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3721,66,91.05,9,218,0,93.7,71,0.06,1796,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3722,29,102.18,15,222,0,62.2,32,0.11,788,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3723,62,249.68,10,352,0,31.8,87,0.4,112,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3724,27,16.01,5,20,0,8.2,46,0.24,448,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3725,24,145.89,8,146,0,43.4,26,0.09,1134,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3726,63,103.69,12,312,0,84.9,42,0.21,122,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3727,72,201.13,13,76,0,25.1,7,0.57,277,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3728,18,110.59,8,315,0,86.0,56,0.13,1654,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3729,66,137.89,6,354,0,16.2,47,0.43,225,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3730,53,90.5,4,34,0,13.0,50,0.23,1625,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3731,38,93.19,8,125,0,60.6,45,0.25,920,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3732,54,47.31,9,322,0,80.5,68,0.29,43,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3733,69,158.9,10,231,0,78.0,44,0.35,996,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3734,41,145.16,11,86,0,54.4,25,0.37,1414,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3735,72,59.16,8,303,0,63.9,52,0.11,71,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3736,42,54.13,8,187,0,25.8,18,0.63,1737,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3737,24,90.88,6,44,0,55.1,7,0.2,1742,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3738,59,68.23,12,330,0,20.8,22,0.13,191,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
3739,34,93.19,16,323,0,92.8,4,0.18,99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3740,46,117.11,11,347,0,67.8,29,0.3,124,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3741,47,53.46,10,71,0,56.5,88,0.1,1506,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3742,24,148.62,10,215,0,24.7,40,0.32,598,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3743,50,70.15,13,97,0,40.9,52,0.43,1011,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3744,24,87.71,16,270,0,78.0,60,0.16,994,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3745,75,16.23,5,90,0,23.9,41,0.22,1399,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3746,41,270.18,12,141,0,12.9,76,0.45,1505,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3747,28,64.5,9,116,0,30.7,73,0.07,1399,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3748,26,51.81,7,1,0,79.4,15,0.44,712,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
3749,29,21.58,5,42,0,88.3,77,0.13,1618,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3750,52,73.07,15,70,0,41.4,57,0.4,1571,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3751,21,51.76,11,143,0,78.1,94,0.57,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3752,53,196.16,7,341,0,33.2,99,0.34,426,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3753,45,83.5,8,245,0,50.9,35,0.41,766,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3754,74,76.13,10,283,0,2.0,90,0.23,1508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3755,30,62.46,4,326,0,71.2,19,0.71,922,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3756,40,46.73,7,213,0,71.9,21,0.38,120,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3757,36,71.01,13,106,0,10.0,85,0.27,1539,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3758,59,205.29,15,262,0,35.9,13,0.26,1768,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3759,54,42.99,9,293,0,50.95,21,0.41,322,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3760,56,50.51,11,175,0,77.4,88,0.58,1568,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
3761,41,32.41,15,106,0,82.4,26,0.18,432,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3762,33,69.69,11,85,0,71.9,56,0.33,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3763,50,131.15,9,226,0,21.6,31,0.27,1477,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3764,29,67.21,14,81,0,35.6,30,0.31,249,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3765,51,120.5,8,328,0,24.7,24,0.29,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3766,24,229.79,11,240,0,63.7,96,0.33,1736,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3767,28,87.24,8,1,0,64.7,30,0.38,564,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3768,48,77.49,8,250,0,1.6,26,0.17,1141,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3769,46,136.62,5,41,0,73.2,82,0.25,1033,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3770,79,66.07,10,80,0,23.0,54,0.21,751,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3771,30,22.98,7,261,0,80.1,76,0.1,1508,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3772,48,175.72,8,196,0,83.3,21,0.28,1186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3773,19,120.9,6,247,0,79.7,23,0.26,415,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
3774,56,131.74,14,329,0,50.95,28,0.1,576,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3775,32,238.99,9,295,0,34.8,81,0.2,1575,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3776,74,213.81,9,35,0,43.5,79,0.15,1426,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3777,28,39.11,9,102,0,52.7,23,0.17,1454,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3778,51,77.22,11,302,0,25.0,59,0.51,684,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3779,56,23.28,5,97,0,93.2,53,0.53,427,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3780,21,30.55,8,144,0,50.4,53,0.19,1453,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3781,28,123.38,5,281,0,7.3,34,0.14,1298,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3782,46,295.88,11,126,0,99.7,92,0.08,1408,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3783,19,131.28,8,303,0,48.4,68,0.44,1423,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3784,78,26.29,13,282,0,94.7,12,0.46,1069,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3785,33,15.34,6,301,0,39.0,2,0.44,1194,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3786,56,64.57,8,66,0,22.5,25,0.28,266,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3787,30,180.23,11,146,0,73.7,88,0.23,39,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3788,54,64.15,10,327,0,43.2,95,0.15,964,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3789,34,108.73,10,80,0,88.1,68,0.25,935,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3790,38,79.17,11,252,0,46.4,44,0.05,1350,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3791,61,33.23,13,241,0,33.8,34,0.32,1136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3792,77,33.66,6,64,0,96.7,6,0.11,242,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3793,36,198.89,10,70,0,83.0,95,0.3,1326,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3794,24,93.19,5,35,0,20.6,39,0.5,808,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3795,55,97.87,12,66,0,48.9,50,0.47,176,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3796,25,130.81,12,82,0,11.3,24,0.24,974,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3797,30,115.12,13,169,0,50.95,89,0.12,1010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3798,54,111.33,10,66,0,85.3,5,0.45,1772,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3799,19,59.56,10,97,0,93.2,54,0.59,766,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3800,58,69.36,13,324,0,73.9,54,0.33,1746,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
3801,79,54.96,10,292,0,98.9,10,0.22,437,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3802,28,57.59,8,249,0,4.5,82,0.18,1067,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3803,41,78.8,16,301,0,33.2,93,0.39,324,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3804,23,101.92,8,207,0,13.2,75,0.22,589,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3805,78,222.26,10,311,0,78.2,94,0.37,188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3806,43,101.16,7,62,0,89.0,69,0.28,1579,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3807,24,22.86,11,77,0,44.7,6,0.2,1028,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3808,74,74.05,12,29,0,82.9,78,0.38,178,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3809,56,70.41,19,351,1,84.8,16,0.11,1440,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3810,36,70.85,9,250,0,14.0,60,0.17,1677,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3811,23,129.18,6,318,0,50.95,14,0.35,783,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3812,60,57.8,10,114,0,18.8,33,0.18,602,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3813,46,107.24,11,364,0,67.0,69,0.22,1192,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3814,60,31.15,13,331,0,38.7,40,0.39,13,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3815,56,93.19,9,218,0,66.8,78,0.28,101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3816,19,159.96,8,153,0,87.6,40,0.32,809,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3817,36,240.59,10,220,0,41.3,9,0.13,116,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3818,21,40.92,8,22,0,97.2,91,0.36,751,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3819,75,42.89,6,213,0,40.9,67,0.12,607,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3820,23,229.66,8,147,0,21.4,74,0.18,792,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3821,66,137.12,9,357,0,52.9,48,0.43,94,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3822,74,100.64,7,301,0,39.9,75,0.06,1307,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3823,54,111.44,10,207,0,50.95,98,0.5,1187,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3824,78,74.9,7,158,0,2.3,65,0.49,1142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3825,45,93.19,15,306,0,74.4,10,0.32,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3826,47,44.98,15,166,0,93.3,6,0.29,1031,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3827,24,71.14,5,62,0,44.0,72,0.4,1816,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3828,26,95.07,6,324,0,6.5,62,0.11,167,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3829,42,114.48,8,275,0,74.1,31,0.64,1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3830,50,60.18,10,22,0,86.7,6,0.35,1685,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3831,18,93.19,7,223,0,32.4,95,0.21,240,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3832,68,198.29,10,200,0,22.2,34,0.64,204,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3833,23,59.55,8,282,0,33.7,93,0.08,842,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3834,35,289.65,7,346,0,90.8,67,0.14,1644,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3835,27,190.82,10,335,0,41.8,62,0.17,30,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3836,45,135.72,11,214,0,65.4,86,0.51,719,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3837,28,45.16,9,264,0,7.4,12,0.31,1248,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3838,50,68.41,9,228,0,28.2,38,0.45,152,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3839,18,190.06,6,226,0,22.8,83,0.38,1587,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3840,30,229.33,8,326,0,6.3,7,0.32,1313,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3841,54,64.52,9,334,0,12.1,64,0.31,579,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3842,37,144.55,12,276,0,41.7,87,0.31,1609,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3843,18,129.09,12,229,0,55.8,77,0.13,88,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3844,69,91.42,15,355,0,31.2,4,0.11,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3845,20,236.19,8,214,0,50.95,21,0.57,1032,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3846,35,85.85,14,156,0,75.9,78,0.47,355,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3847,58,84.89,7,12,0,24.7,36,0.32,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3848,31,18.61,6,196,0,3.4,7,0.09,1419,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3849,48,93.19,10,110,0,25.7,77,0.07,26,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
3850,44,82.31,13,102,0,92.1,35,0.35,855,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3851,34,73.35,14,102,0,1.8,49,0.33,1818,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3852,72,50.51,10,169,0,12.9,97,0.57,46,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
3853,63,421.06,7,108,0,50.95,11,0.12,1419,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3854,46,242.95,12,125,0,37.7,89,0.25,1153,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3855,53,149.75,9,234,0,64.8,24,0.26,184,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3856,54,96.33,11,147,0,91.0,22,0.22,1796,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3857,43,17.1,13,170,0,79.4,43,0.35,1557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3858,70,45.66,7,0,0,25.1,51,0.14,289,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3859,34,105.27,4,39,0,63.5,49,0.28,202,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3860,39,35.44,9,236,0,66.4,22,0.2,756,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3861,78,124.07,8,6,0,9.1,79,0.26,199,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3862,42,99.16,9,162,0,42.7,18,0.17,151,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3863,19,101.58,5,289,0,31.1,44,0.41,1755,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3864,72,240.68,13,324,0,15.7,32,0.01,751,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3865,39,59.66,13,156,0,5.9,58,0.3,714,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3866,22,34.37,10,113,0,2.7,56,0.28,960,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3867,21,43.74,10,111,0,85.9,74,0.16,1326,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3868,53,93.19,14,256,0,50.95,9,0.3,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3869,23,346.3,7,72,0,49.3,63,0.16,936,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3870,69,61.86,8,192,0,29.2,89,0.48,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3871,38,198.59,7,272,0,16.6,4,0.46,1406,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3872,30,68.7,17,223,0,26.1,38,0.36,1691,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3873,71,94.36,11,360,0,17.0,42,0.13,531,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3874,54,55.35,11,93,0,75.8,7,0.1,846,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3875,72,170.49,11,206,0,90.8,42,0.21,748,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3876,42,25.96,6,169,0,43.5,60,0.47,109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3877,43,73.91,12,155,0,82.3,90,0.11,1199,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3878,72,192.16,9,243,0,42.6,20,0.24,1780,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3879,56,46.65,13,2,0,44.7,63,0.36,1541,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3880,37,93.19,11,219,0,48.5,21,0.36,646,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3881,50,104.57,9,4,0,82.0,5,0.24,1063,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
3882,31,50.88,9,193,0,93.6,30,0.38,105,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3883,73,170.82,14,53,0,74.4,63,0.12,1621,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3884,53,99.23,6,299,0,88.8,59,0.05,814,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3885,34,230.13,7,208,0,64.3,38,0.28,790,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3886,38,69.7,5,75,0,83.9,36,0.08,1333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3887,63,126.95,8,217,0,55.7,38,0.57,782,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3888,33,82.01,18,117,0,50.95,23,0.41,529,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3889,63,47.49,14,279,0,70.5,23,0.37,340,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3890,33,168.76,10,79,0,74.9,58,0.53,950,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3891,73,69.48,8,186,0,23.4,48,0.17,1148,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3892,37,28.68,12,7,0,15.4,6,0.27,66,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3893,46,105.33,7,90,0,65.3,46,0.15,1461,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3894,45,57.99,12,345,0,48.3,87,0.28,1690,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3895,25,38.81,7,350,0,50.95,15,0.11,682,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3896,41,94.8,6,209,0,14.7,1,0.48,577,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3897,20,85.09,12,257,0,94.8,92,0.28,649,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3898,42,61.27,9,40,0,70.4,74,0.03,1666,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3899,36,101.04,10,214,0,2.3,33,0.48,493,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3900,50,91.81,6,183,0,57.7,24,0.07,327,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3901,19,264.99,9,303,0,31.3,70,0.45,791,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
3902,32,189.59,13,240,0,27.5,14,0.21,1727,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3903,39,132.96,14,105,0,90.2,96,0.42,1182,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3904,77,130.57,4,21,0,83.6,83,0.67,1773,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3905,27,114.08,9,352,0,1.0,70,0.55,676,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3906,35,87.98,17,244,0,18.2,84,0.12,1701,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3907,39,44.56,10,273,0,72.0,89,0.43,111,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3908,63,47.26,10,78,0,84.8,84,0.09,1397,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3909,66,93.19,11,322,0,71.8,38,0.18,579,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3910,44,162.77,12,303,0,52.5,11,0.19,153,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3911,30,73.71,15,22,0,98.5,63,0.09,1754,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3912,50,91.43,11,110,0,79.7,32,0.23,1452,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3913,22,33.55,12,129,0,46.8,29,0.27,1793,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3914,43,93.19,7,361,0,58.3,30,0.38,791,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3915,30,36.57,6,259,0,4.5,29,0.25,999,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3916,44,99.67,12,153,0,96.5,86,0.33,1819,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3917,74,67.94,13,18,0,36.3,11,0.29,383,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
